motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	p.adjust	motif_name
Cenpb_243	1716	585	0.899300369467809	0.30657967140948	2.93333333333333	4.08912641032346e-129	5.30805836523633e-129	Cenpb
Cux2_244	3229	1465	1.69221497261746	0.767759348059639	2.20409556313993	1.05611494134976e-151	1.41455395174725e-151	Cux2
Onecut3_245	11058	5803	5.79514189136074	3.04116552681917	1.90556608650698	0	0	Onecut3
Lin54_246	11224	5993	5.88213714854702	3.14073841155045	1.87285166027032	0	0	Lin54
Cxxc1_247	1993	909	1.04446715404973	0.476377643267039	2.19251925192519	5.00109476811141e-93	6.07275793270671e-93	Cxxc1
Mbd1_248	1263	1202	0.661897649555853	0.629929512878967	1.05074875207987	0.112673883481781	0.115549551041641	Mbd1
Kdm2b_249	1495	465	0.783481382490894	0.243691533684459	3.21505376344086	1.69640455618442e-126	2.1892286535285e-126	Kdm2b
Dmrtc2_250	8032	4472	4.20931268506145	2.34363126588581	1.79606440071556	3.97503985432921e-233	6.44758758023307e-233	Dmrtc2
Dmrt1_251	7310	3741	3.83093572308257	1.96053769357755	1.95402298850575	8.21051520463923e-265	1.46038137643885e-264	Dmrt1
Dmrt3_252	6383	3297	3.34512485915677	1.72785158399497	1.93600242644829	1.89269867536952e-225	3.0092547284652e-225	Dmrt3
Dmrta1_253	9165	4418	4.80308151874853	2.31533160390955	2.07446808510638	0	0	Dmrta1
Dmrt2_254	7689	4002	4.02955742473076	2.09731939312947	1.92128935532234	2.36358599031222e-267	4.22957493003239e-267	Dmrt2
Tfdp2_255	4915	1481	2.57579330765401	0.776144433089642	3.31870357866307	0	0	Tfdp2
Tfdp1_256	4915	1481	2.57579330765401	0.776144433089642	3.31870357866307	0	0	Tfdp1
E2f4_257	10841	2744	5.68141917564133	1.43804208264549	3.95080174927114	0	0	E2f4
E2f3_258	2272	626	1.19068207426041	0.328066451798863	3.62939297124601	1.59569177684434e-219	2.50549117358862e-219	E2f3
E2f2_259	2121	558	1.11154783428976	0.292429840421351	3.8010752688172	7.51466861121218e-215	1.15933107370184e-214	E2f2
E2f7_260	5587	2888	2.92796687891413	1.51350784791552	1.9345567867036	1.25533398135081e-196	1.85881949667356e-196	E2f7
E2f1_261	10726	3065	5.62115137698818	1.60626785105993	3.49951060358891	0	0	E2f1
E2f5_262	2239	744	1.17338783638603	0.389906453895134	3.00940860215054	6.56988264628979e-174	9.24805136834423e-174	E2f5
E2f8_263	7532	4139	3.94727877787386	2.16911668369887	1.81976322783281	1.41923984504564e-226	2.26055499643306e-226	E2f8
E2f6_264	25040	12385	13.1226580719545	6.49057988103661	2.02180056519984	0	0	E2f6
Sfpi1_265	14414	7245	7.55391347640385	3.79687131514818	1.98951000690131	0	0	Sfpi1
Elf3_266	14297	6478	7.49259754212195	3.39491130152242	2.20700833590614	0	0	Elf3
Etv3_267	5897	2080	3.09042790137044	1.09006105390037	2.83509615384615	0	0	Etv3
Etv1_268	5384	1535	2.82158111259597	0.804444095065902	3.50749185667752	0	0	Etv1
Spic_269	16240	9272	8.51086130545293	4.85915677488667	1.75150992234685	0	0	Spic
Etv2_270	7531	3375	3.94675471005948	1.76872887351623	2.23140740740741	0	0	Etv2
Spib_271	30729	16400	16.1040798679349	8.59471215575295	1.87371951219512	0	0	Spib
Elk3_272	5608	1631	2.93897230301601	0.854754605245919	3.43838136112814	0	0	Elk3
Gabpa_273	6183	1921	3.24031129628174	1.00673427141472	3.21863612701718	0	0	Gabpa
Elk1_274	5834	1605	3.0574116290648	0.841128842072164	3.63489096573209	0	0	Elk1
Ehf_275	12021	5046	6.29981919660404	2.64444619133716	2.38228299643282	0	0	Ehf
Etv5_276	5325	1515	2.79066111154783	0.793962738778398	3.51485148514851	0	0	Etv5
Fli1_277	6399	2833	3.35350994418678	1.48468411812489	2.25873632192023	5.85845108255606e-317	1.22722057655585e-316	Fli1
Etv4_278	5394	1533	2.82682179073972	0.803395959437151	3.51859099804305	0	0	Etv4
Spdef_279	4048	1528	2.12142651259073	0.800775620365275	2.64921465968586	1.31574541273573e-262	2.32159470031614e-262	Spdef
Elk4_280	5333	1462	2.79485365406284	0.766187144616513	3.64774281805746	0	0	Elk4
Elf5_281	13824	6120	7.24471346592249	3.2072950239761	2.25882352941176	0	0	Elf5
Etv6_282	7321	3214	3.83670046904069	1.68435395540183	2.2778469197262	0	0	Etv6
Elf4_283	7611	3375	3.9886801352095	1.76872887351623	2.25511111111111	0	0	Elf4
Ets1_284	6843	3270	3.58619605376936	1.71370175300684	2.09266055045872	4.15762851211322e-290	8.07767825210568e-290	Ets1
Elf1_285	25347	11928	13.2835468909677	6.25108088986715	2.125	0	0	Elf1
Elf2_286	7243	2484	3.79582317951943	1.30178445090795	2.9158615136876	0	0	Elf2
Erg_287	6208	2853	3.25341299164112	1.49516547441239	2.17595513494567	2.40181881158507e-285	4.5758789427612e-285	Erg
Erf_288	7625	3058	3.99601708461075	1.6025993763593	2.49345977763244	0	0	Erf
ENSMUSG00000044690_289	5325	1515	2.79066111154783	0.793962738778398	3.51485148514851	0	0	ENSMUSG00000044690
Gm5454_290	5327	1471	2.79170924717658	0.77090375494589	3.62134602311353	0	0	Gm5454
Fev_291	6078	2130	3.18528417577234	1.11626444461913	2.85352112676056	0	0	Fev
Gm4881_292	6183	1921	3.24031129628174	1.00673427141472	3.21863612701718	0	0	Gm4881
Gm4881_293	24679	12858	12.9334695909651	6.73846395723607	1.91934982112304	0	0	Gm4881
Gm4881_294	3515	1469	1.84209836752876	0.76985561931714	2.3927842069435	1.06381598132601e-192	1.55955775703515e-192	Gm4881
Gm4881_295	13564	6880	7.10845583418494	3.60558656290124	1.97151162790698	0	0	Gm4881
Gm4881_296	17107	8159	8.96522810051621	4.27586929748709	2.09670302733178	0	0	Gm4881
Gm4881_297	16600	9239	8.69952571862799	4.84186253701229	1.79673124797056	0	0	Gm4881
Foxj2_298	13935	5447	7.30288499331814	2.85459738490161	2.55828896640353	0	0	Foxj2
Foxg1_299	16842	7953	8.82635012970678	4.16791132772581	2.11769143719351	0	0	Foxg1
Foxp4_300	13935	5447	7.30288499331814	2.85459738490161	2.55828896640353	0	0	Foxp4
Foxp2_301	13935	5447	7.30288499331814	2.85459738490161	2.55828896640353	0	0	Foxp2
Foxp1_302	16175	6666	8.47679689751854	3.49343605062495	2.42649264926493	0	0	Foxp1
Foxj3_303	16747	7632	8.77656368734114	3.99968555931137	2.19431341719078	0	0	Foxj3
Foxh1_304	9844	5564	5.15892356470927	2.9159133191835	1.76923076923077	5.3739270565323e-275	9.77479736208756e-275	Foxh1
Foxj1_305	33419	14206	17.5138222886041	7.44490737101381	2.35245670843306	0	0	Foxj1
Foxa1_306	23725	9696	12.4335088960511	5.08136152818175	2.44688531353135	0	0	Foxa1
Foxa2_307	12198	4350	6.39257919974845	2.27969499253203	2.80413793103448	0	0	Foxa2
Foxf2_308	12929	5676	6.7756727720567	2.97460891439352	2.27783650458069	0	0	Foxf2
Foxq1_309	13330	6384	6.98582396562115	3.34564892697115	2.08803258145363	0	0	Foxq1
Foxk2_310	13408	5447	7.02670125514242	2.85459738490161	2.46153846153846	0	0	Foxk2
Foxp3_311	13935	5447	7.30288499331814	2.85459738490161	2.55828896640353	0	0	Foxp3
Foxf1a_312	12929	5676	6.7756727720567	2.97460891439352	2.27783650458069	0	0	Foxf1a
Foxo4_313	14611	6854	7.65715483583576	3.59196079972748	2.13174788444704	0	0	Foxo4
Foxo1_314	20164	10151	10.5673034090611	5.31981238372245	1.98640528026795	0	0	Foxo1
Foxe3_315	12881	6123	6.7505175169667	3.20886722741923	2.1037073330067	0	0	Foxe3
Foxc2_316	21701	10300	11.3727956397558	5.39789848806435	2.1068932038835	0	0	Foxc2
Foxi1_317	27042	11870	14.1718418363336	6.22068495663339	2.27818028643639	0	0	Foxi1
Foxi2_318	27042	11870	14.1718418363336	6.22068495663339	2.27818028643639	0	0	Foxi2
Foxo3_319	13408	5447	7.02670125514242	2.85459738490161	2.46153846153846	0	0	Foxo3
Foxc1_320	20278	10144	10.6270471398999	5.31614390902183	1.9990141955836	0	0	Foxc1
Foxo6_321	13531	7128	7.09116159631056	3.73555538086628	1.89828843995511	0	0	Foxo6
Foxd2_322	12881	6123	6.7505175169667	3.20886722741923	2.1037073330067	0	0	Foxd2
Foxi3_323	27042	11870	14.1718418363336	6.22068495663339	2.27818028643639	0	0	Foxi3
Foxk1_324	13408	5447	7.02670125514242	2.85459738490161	2.46153846153846	0	0	Foxk1
Foxb2_325	20651	8898	10.8225244346618	4.66315541231035	2.32085861991459	0	0	Foxb2
Foxb1_326	20651	8898	10.8225244346618	4.66315541231035	2.32085861991459	0	0	Foxb1
Foxd3_327	28760	12862	15.0721903414302	6.74056022849357	2.2360441610947	0	0	Foxd3
Foxe1_328	28760	12862	15.0721903414302	6.74056022849357	2.2360441610947	0	0	Foxe1
Foxs1_329	21701	10300	11.3727956397558	5.39789848806435	2.1068932038835	0	0	Foxs1
Foxd1_330	17619	7442	9.2335508214763	3.90011267458009	2.36750873421123	0	0	Foxd1
Gm5294_331	16315	7843	8.55016639153106	4.11026386814454	2.08019890348081	0	0	Gm5294
Gm5294_332	32018	13323	16.7796032806645	6.98215549092052	2.4032124896795	0	0	Gm5294
Gm5294_333	22825	10371	11.9618478631135	5.43510730288499	2.20084851991129	0	0	Gm5294
Gm5294_334	17619	7442	9.2335508214763	3.90011267458009	2.36750873421123	0	0	Gm5294
Gm5294_335	33419	14206	17.5138222886041	7.44490737101381	2.35245670843306	0	0	Gm5294
Gm5294_336	18641	7930	9.76914812776773	4.15585776799518	2.35069356872636	0	0	Gm5294
Gm5294_337	31207	13254	16.3545842832062	6.94599481172864	2.35453448015693	0	0	Gm5294
Gm5294_338	7753	3558	4.06309776485077	1.86463328354689	2.17903316469927	0	0	Gm5294
Gm5294_339	14432	6147	7.5633466970626	3.22144485496423	2.34781194078412	0	0	Gm5294
Gm5294_340	27042	11870	14.1718418363336	6.22068495663339	2.27818028643639	0	0	Gm5294
Gm5294_341	28760	12862	15.0721903414302	6.74056022849357	2.2360441610947	0	0	Gm5294
Gm5294_342	6416	2944	3.36241909703116	1.54285564552053	2.17934782608696	5.27260975142083e-296	1.03347827500133e-295	Gm5294
Gm5294_343	18453	7718	9.6706233786652	4.04475539134764	2.39090437937289	0	0	Gm5294
Gm5294_344	20760	8849	10.8796478264287	4.63747608940597	2.34602779975138	0	0	Gm5294
Gm5294_345	5030	2697	2.63606110630716	1.41341089536986	1.86503522432332	5.99543770214342e-161	8.11633526599507e-161	Gm5294
Gm5294_346	6745	2895	3.53483740796059	1.51717632261615	2.32987910189983	0	0	Gm5294
Gm5294_347	18561	9001	9.72722270261772	4.717134397191	2.06210421064326	0	0	Gm5294
